work_year,experience_level,employment_type,job_title,salary_in_usd,remote_ratio,company_size,employee_residence_c,employee_continent,company_location_c,company_location_continent,salary_usd_ajust,reside_en_mismo_pais
2023,Senior,Full-time,Data Scientist,258000,in company,M,Canada,América,Canada,América,251034.0,Sí
2023,Senior,Full-time,Data Scientist,190000,in company,M,Canada,América,Canada,América,184870.0,Sí
2023,Mid-level,Full-time,Data Engineer,145000,in company,M,United States of America,América,United States of America,América,145000.0,Sí
2023,Mid-level,Full-time,Data Engineer,120000,in company,M,United States of America,América,United States of America,América,120000.0,Sí
2023,Senior,Full-time,Data Engineer,205600,in company,L,United States of America,América,United States of America,América,205600.0,Sí
2023,Senior,Full-time,Data Engineer,105700,in company,L,United States of America,América,United States of America,América,105700.0,Sí
2023,Senior,Full-time,Data Engineer,252000,in company,M,United States of America,América,United States of America,América,252000.0,Sí
2023,Senior,Full-time,Data Engineer,129000,in company,M,United States of America,América,United States of America,América,129000.0,Sí
2023,Senior,Full-time,Data Scientist,239748,in company,M,United States of America,América,United States of America,América,239748.0,Sí
2023,Senior,Full-time,Data Scientist,159832,in company,M,United States of America,América,United States of America,América,159832.0,Sí
2023,Senior,Full-time,Data Scientist,186300,remote,M,United States of America,América,United States of America,América,186300.0,Sí
2023,Senior,Full-time,Data Scientist,102500,remote,M,United States of America,América,United States of America,América,102500.0,Sí
2023,Senior,Full-time,Data Engineer,165000,in company,M,United States of America,América,United States of America,América,165000.0,Sí
2023,Senior,Full-time,Data Engineer,132300,in company,M,United States of America,América,United States of America,América,132300.0,Sí
2023,Senior,Full-time,Data Scientist,190000,in company,M,United States of America,América,United States of America,América,190000.0,Sí
2023,Senior,Full-time,Data Scientist,126000,in company,M,United States of America,América,United States of America,América,126000.0,Sí
2023,Senior,Full-time,Data Architect,149040,remote,M,United States of America,América,United States of America,América,149040.0,Sí
2023,Senior,Full-time,Data Architect,113900,remote,M,United States of America,América,United States of America,América,113900.0,Sí
2023,Senior,Full-time,Data Engineer,153600,remote,M,United States of America,América,United States of America,América,153600.0,Sí
2023,Senior,Full-time,Data Engineer,106800,remote,M,United States of America,América,United States of America,América,106800.0,Sí
2023,Senior,Full-time,Data Engineer,172600,remote,M,United States of America,América,United States of America,América,172600.0,Sí
2023,Senior,Full-time,Data Engineer,107900,remote,M,United States of America,América,United States of America,América,107900.0,Sí
2023,Senior,Full-time,Data Analyst,180180,in company,M,United States of America,América,United States of America,América,180180.0,Sí
2023,Senior,Full-time,Data Analyst,106020,in company,M,United States of America,América,United States of America,América,106020.0,Sí
2023,Senior,Full-time,Data Architect,376080,remote,M,United States of America,América,United States of America,América,376080.0,Sí
2023,Senior,Full-time,Data Architect,213120,remote,M,United States of America,América,United States of America,América,213120.0,Sí
2023,Senior,Full-time,Data Analyst,153600,in company,M,United States of America,América,United States of America,América,153600.0,Sí
2023,Senior,Full-time,Data Analyst,100500,in company,M,United States of America,América,United States of America,América,100500.0,Sí
2023,Senior,Full-time,Data Analyst,206500,remote,M,United States of America,América,United States of America,América,206500.0,Sí
2023,Senior,Full-time,Data Analyst,121600,remote,M,United States of America,América,United States of America,América,121600.0,Sí
2023,Senior,Full-time,Data Engineer,260000,in company,M,United States of America,América,United States of America,América,260000.0,Sí
2023,Senior,Full-time,Data Engineer,225000,in company,M,United States of America,América,United States of America,América,225000.0,Sí
2023,Executive,Full-time,Data Engineer,194500,in company,M,United States of America,América,United States of America,América,194500.0,Sí
2023,Executive,Full-time,Data Engineer,115500,in company,M,United States of America,América,United States of America,América,115500.0,Sí
2023,Senior,Full-time,Cloud Database Engineer,170000,remote,L,United States of America,América,United States of America,América,170000.0,Sí
2023,Senior,Full-time,Applied Machine Learning Scientist,90000,remote,L,United States of America,América,United States of America,América,90000.0,Sí
2023,Entry-level,Full-time,Data Analyst,95000,remote,M,United States of America,América,United States of America,América,95000.0,Sí
2023,Entry-level,Full-time,Data Analyst,70000,remote,M,United States of America,América,United States of America,América,70000.0,Sí
2023,Senior,Full-time,Data Engineer,275000,in company,M,United States of America,América,United States of America,América,275000.0,Sí
2023,Senior,Full-time,Data Engineer,160000,in company,M,United States of America,América,United States of America,América,160000.0,Sí
2023,Senior,Full-time,Data Analyst,115934,remote,M,United States of America,América,United States of America,América,115934.0,Sí
2023,Senior,Full-time,Data Analyst,81666,remote,M,United States of America,América,United States of America,América,81666.0,Sí
2023,Senior,Full-time,Data Scientist,175000,in company,M,United States of America,América,United States of America,América,175000.0,Sí
2023,Senior,Full-time,Data Scientist,120000,in company,M,United States of America,América,United States of America,América,120000.0,Sí
2023,Senior,Full-time,Machine Learning Engineer,150000,remote,M,United States of America,América,United States of America,América,150000.0,Sí
2023,Senior,Full-time,Machine Learning Engineer,120000,remote,M,United States of America,América,United States of America,América,120000.0,Sí
2023,Senior,Full-time,Research Engineer,200000,in company,M,United States of America,América,United States of America,América,200000.0,Sí
2023,Senior,Full-time,Research Engineer,175000,in company,M,United States of America,América,United States of America,América,175000.0,Sí
2023,Mid-level,Full-time,Data Analyst,206000,in company,M,United States of America,América,United States of America,América,206000.0,Sí
2023,Mid-level,Full-time,Data Analyst,130000,in company,M,United States of America,América,United States of America,América,130000.0,Sí
2023,Senior,Full-time,Data Architect,138000,remote,M,United Kingdom,Europa,United Kingdom,Europa,133308.0,Sí
2023,Senior,Full-time,Data Architect,92000,remote,M,United Kingdom,Europa,United Kingdom,Europa,88872.0,Sí
2023,Senior,Full-time,Data Manager,65000,in company,M,Colombia,América,Colombia,América,60970.0,Sí
2023,Senior,Full-time,Data Manager,48000,in company,M,Colombia,América,Colombia,América,45024.0,Sí
2023,Senior,Full-time,Data Analyst,110000,remote,M,United States of America,América,United States of America,América,110000.0,Sí
2023,Senior,Full-time,Data Analyst,75000,remote,M,United States of America,América,United States of America,América,75000.0,Sí
2023,Senior,Full-time,Analytics Engineer,130000,in company,M,United States of America,América,United States of America,América,130000.0,Sí
2023,Senior,Full-time,Analytics Engineer,87000,in company,M,United States of America,América,United States of America,América,87000.0,Sí
2023,Mid-level,Full-time,Data Analyst,160000,in company,M,United States of America,América,United States of America,América,160000.0,Sí
2023,Mid-level,Full-time,Data Analyst,112000,in company,M,United States of America,América,United States of America,América,112000.0,Sí
2023,Mid-level,Full-time,Data Engineer,162500,in company,M,United States of America,América,United States of America,América,162500.0,Sí
2023,Mid-level,Full-time,Data Engineer,130000,in company,M,United States of America,América,United States of America,América,130000.0,Sí
2023,Senior,Full-time,Data Science Manager,299500,in company,M,United States of America,América,United States of America,América,299500.0,Sí
2023,Senior,Full-time,Data Science Manager,245100,in company,M,United States of America,América,United States of America,América,245100.0,Sí
2023,Mid-level,Full-time,Data Scientist,145000,in company,M,United States of America,América,United States of America,América,145000.0,Sí
2023,Mid-level,Full-time,Data Scientist,100000,in company,M,United States of America,América,United States of America,América,100000.0,Sí
2023,Senior,Full-time,Data Engineer,147100,in company,M,United States of America,América,United States of America,América,147100.0,Sí
2023,Senior,Full-time,Data Engineer,90700,in company,M,United States of America,América,United States of America,América,90700.0,Sí
2023,Entry-level,Full-time,Data Engineer,115100,in company,M,United States of America,América,United States of America,América,115100.0,Sí
2023,Entry-level,Full-time,Data Engineer,73900,in company,M,United States of America,América,United States of America,América,73900.0,Sí
2023,Senior,Full-time,Data Engineer,168400,in company,M,United States of America,América,United States of America,América,168400.0,Sí
2023,Senior,Full-time,Data Engineer,105200,in company,M,United States of America,América,United States of America,América,105200.0,Sí
2023,Senior,Full-time,Data Scientist,210000,in company,M,United States of America,América,United States of America,América,210000.0,Sí
2023,Senior,Full-time,Data Scientist,160000,in company,M,United States of America,América,United States of America,América,160000.0,Sí
2023,Mid-level,Full-time,Data Scientist,145000,in company,M,United States of America,América,United States of America,América,145000.0,Sí
2023,Mid-level,Full-time,Data Scientist,100000,in company,M,United States of America,América,United States of America,América,100000.0,Sí
2023,Senior,Full-time,Applied Scientist,222200,in company,L,United States of America,América,United States of America,América,222200.0,Sí
2023,Senior,Full-time,Applied Scientist,136000,in company,L,United States of America,América,United States of America,América,136000.0,Sí
2023,Mid-level,Full-time,Data Analyst,100000,in company,M,United States of America,América,United States of America,América,100000.0,Sí
2023,Mid-level,Full-time,Data Analyst,85000,in company,M,United States of America,América,United States of America,América,85000.0,Sí
2023,Mid-level,Full-time,Data Engineer,85066,remote,M,United Kingdom,Europa,United Kingdom,Europa,82173.756,Sí
2023,Mid-level,Full-time,Data Engineer,57723,remote,M,United Kingdom,Europa,United Kingdom,Europa,55760.418,Sí
2023,Executive,Full-time,Data Scientist,200000,in company,M,United States of America,América,United States of America,América,200000.0,Sí
2023,Executive,Full-time,Data Scientist,145000,in company,M,United States of America,América,United States of America,América,145000.0,Sí
2023,Mid-level,Full-time,Data Engineer,140000,in company,M,United States of America,América,United States of America,América,140000.0,Sí
2023,Mid-level,Full-time,Data Engineer,95000,in company,M,United States of America,América,United States of America,América,95000.0,Sí
2023,Senior,Full-time,Data Analyst,185000,remote,M,United States of America,América,United States of America,América,185000.0,Sí
2023,Senior,Full-time,Data Analyst,120250,remote,M,United States of America,América,United States of America,América,120250.0,Sí
2023,Mid-level,Full-time,Financial Data Analyst,130000,remote,L,United States of America,América,United States of America,América,130000.0,Sí
2023,Senior,Full-time,Data Scientist,205000,in company,M,United States of America,América,United States of America,América,205000.0,Sí
2023,Senior,Full-time,Data Scientist,140000,in company,M,United States of America,América,United States of America,América,140000.0,Sí
2023,Senior,Full-time,Data Scientist,297300,remote,M,United States of America,América,United States of America,América,297300.0,Sí
2023,Senior,Full-time,Data Scientist,198200,remote,M,United States of America,América,United States of America,América,198200.0,Sí
2023,Senior,Full-time,Research Scientist,141288,in company,M,United States of America,América,United States of America,América,141288.0,Sí
2023,Senior,Full-time,Research Scientist,94192,in company,M,United States of America,América,United States of America,América,94192.0,Sí
2023,Senior,Full-time,Data Infrastructure Engineer,184000,remote,M,United States of America,América,United States of America,América,184000.0,Sí
2023,Senior,Full-time,Data Infrastructure Engineer,143000,remote,M,United States of America,América,United States of America,América,143000.0,Sí
2023,Senior,Full-time,Data Analyst,70000,in company,M,United States of America,América,United States of America,América,70000.0,Sí
2023,Senior,Full-time,Data Analyst,55000,in company,M,United States of America,América,United States of America,América,55000.0,Sí
2023,Senior,Full-time,Analytics Engineer,275300,remote,M,United States of America,América,United States of America,América,275300.0,Sí
2023,Senior,Full-time,Analytics Engineer,183500,remote,M,United States of America,América,United States of America,América,183500.0,Sí
2023,Mid-level,Full-time,Data Analyst,75000,remote,M,United States of America,América,United States of America,América,75000.0,Sí
2023,Mid-level,Full-time,Data Analyst,65000,remote,M,United States of America,América,United States of America,América,65000.0,Sí
2023,Mid-level,Full-time,ML Engineer,160000,in company,M,United States of America,América,United States of America,América,160000.0,Sí
2023,Mid-level,Full-time,ML Engineer,147000,in company,M,United States of America,América,United States of America,América,147000.0,Sí
2023,Senior,Full-time,Data Architect,149040,remote,M,United States of America,América,United States of America,América,149040.0,Sí
2023,Senior,Full-time,Data Architect,113900,remote,M,United States of America,América,United States of America,América,113900.0,Sí
2023,Mid-level,Full-time,Software Data Engineer,75020,remote,L,Singapore,Asia,Singapore,Asia,71644.1,Sí
2023,Senior,Full-time,Data Analyst,180180,in company,M,United States of America,América,United States of America,América,180180.0,Sí
2023,Senior,Full-time,Data Analyst,106020,in company,M,United States of America,América,United States of America,América,106020.0,Sí
2023,Mid-level,Full-time,Data Scientist,17022,remote,L,India,Asia,India,Asia,16715.604,Sí
2023,Entry-level,Full-time,AI Programmer,70000,in company,L,India,Asia,Australia,Australia y Oceanía,68460.0,No
2023,Entry-level,Full-time,AI Developer,80000,hibrido,M,Sweden,Europa,Sweden,Europa,78080.0,Sí
2023,Mid-level,Full-time,Lead Data Analyst,18238,hibrido,L,India,Asia,India,Asia,17909.716,Sí
2023,Mid-level,Full-time,Machine Learning Engineer,250000,in company,M,United States of America,América,United States of America,América,250000.0,Sí
2023,Mid-level,Full-time,Machine Learning Engineer,150000,in company,M,United States of America,América,United States of America,América,150000.0,Sí
2023,Senior,Full-time,Data Engineer,139500,in company,M,United States of America,América,United States of America,América,139500.0,Sí
2023,Senior,Full-time,Data Engineer,109400,in company,M,United States of America,América,United States of America,América,109400.0,Sí
2023,Senior,Full-time,Data Scientist,105000,in company,M,United States of America,América,United States of America,América,105000.0,Sí
2023,Senior,Full-time,Data Scientist,70000,in company,M,United States of America,América,United States of America,América,70000.0,Sí
2023,Executive,Full-time,Data Engineer,210914,remote,M,United States of America,América,United States of America,América,210914.0,Sí
2023,Executive,Full-time,Data Engineer,116704,remote,M,United States of America,América,United States of America,América,116704.0,Sí
2023,Entry-level,Full-time,Research Scientist,150000,in company,M,United States of America,América,United States of America,América,150000.0,Sí
2023,Entry-level,Full-time,Research Scientist,100000,in company,M,United States of America,América,United States of America,América,100000.0,Sí
2023,Senior,Full-time,Data Engineer,146000,in company,M,United States of America,América,United States of America,América,146000.0,Sí
2023,Senior,Full-time,Data Engineer,75000,in company,M,United States of America,América,United States of America,América,75000.0,Sí
2023,Entry-level,Full-time,Data Analyst,75000,remote,M,United States of America,América,United States of America,América,75000.0,Sí
2023,Entry-level,Full-time,Data Analyst,60000,remote,M,United States of America,América,United States of America,América,60000.0,Sí
2023,Mid-level,Full-time,Analytics Engineer,185700,in company,M,United States of America,América,United States of America,América,185700.0,Sí
2023,Mid-level,Full-time,Analytics Engineer,165000,in company,M,United States of America,América,United States of America,América,165000.0,Sí
2023,Senior,Full-time,Data Engineer,160000,remote,M,United States of America,América,United States of America,América,160000.0,Sí
2023,Senior,Full-time,Data Engineer,130000,remote,M,United States of America,América,United States of America,América,130000.0,Sí
2023,Senior,Full-time,Data Analyst,169000,in company,M,United States of America,América,United States of America,América,169000.0,Sí
2023,Senior,Full-time,Data Analyst,110600,in company,M,United States of America,América,United States of America,América,110600.0,Sí
2023,Senior,Full-time,Data Operations Engineer,193000,remote,M,United States of America,América,United States of America,América,193000.0,Sí
2023,Senior,Full-time,Data Operations Engineer,136850,remote,M,United States of America,América,United States of America,América,136850.0,Sí
2023,Senior,Full-time,Machine Learning Engineer,139500,in company,M,United States of America,América,United States of America,América,139500.0,Sí
2023,Senior,Full-time,Machine Learning Engineer,109400,in company,M,United States of America,América,United States of America,América,109400.0,Sí
2023,Senior,Full-time,Data Engineer,276000,remote,M,United States of America,América,United States of America,América,276000.0,Sí
2023,Senior,Full-time,Data Engineer,178500,remote,M,United States of America,América,United States of America,América,178500.0,Sí
2023,Mid-level,Full-time,Data Scientist,59020,in company,M,Spain,Europa,Spain,Europa,57603.52,Sí
2023,Mid-level,Full-time,Data Scientist,48289,in company,M,Spain,Europa,Spain,Europa,47130.064,Sí
2023,Mid-level,Full-time,Data Engineer,75116,remote,M,Slovenia,Europa,Slovenia,Europa,71435.316,Sí
2023,Mid-level,Full-time,Data Engineer,48289,remote,M,Slovenia,Europa,Slovenia,Europa,45922.839,Sí
2023,Senior,Full-time,Machine Learning Engineer,195652,in company,M,United Kingdom,Europa,United Kingdom,Europa,188999.832,Sí
2023,Senior,Full-time,Machine Learning Engineer,101228,in company,M,United Kingdom,Europa,United Kingdom,Europa,97786.24799999999,Sí
2023,Senior,Full-time,Data Engineer,136956,in company,M,United Kingdom,Europa,United Kingdom,Europa,132299.496,Sí
2023,Senior,Full-time,Data Engineer,101228,in company,M,United Kingdom,Europa,United Kingdom,Europa,97786.24799999999,Sí
2023,Senior,Full-time,Data Engineer,252000,in company,M,United States of America,América,United States of America,América,252000.0,Sí
2023,Senior,Full-time,Data Engineer,129000,in company,M,United States of America,América,United States of America,América,129000.0,Sí
2022,Senior,Full-time,BI Developer,130000,remote,L,United States of America,América,United States of America,América,130000.0,Sí
2021,Mid-level,Full-time,Data Science Lead,150000,remote,M,United States of America,América,United States of America,América,150000.0,Sí
2023,Senior,Full-time,Data Engineer,163800,in company,M,United States of America,América,United States of America,América,163800.0,Sí
2023,Senior,Full-time,Data Engineer,126000,in company,M,United States of America,América,United States of America,América,126000.0,Sí
2023,Senior,Full-time,ML Engineer,260000,remote,M,Canada,América,Canada,América,252980.0,Sí
2023,Senior,Full-time,ML Engineer,110000,remote,M,Canada,América,Canada,América,107030.0,Sí
2023,Senior,Full-time,Analytics Engineer,170000,remote,M,United States of America,América,United States of America,América,170000.0,Sí
2023,Senior,Full-time,Analytics Engineer,130000,remote,M,United States of America,América,United States of America,América,130000.0,Sí
2023,Senior,Full-time,Machine Learning Engineer,247500,in company,M,United States of America,América,United States of America,América,247500.0,Sí
2023,Senior,Full-time,Machine Learning Engineer,172200,in company,M,United States of America,América,United States of America,América,172200.0,Sí
2023,Senior,Full-time,Data Scientist,239748,in company,M,United States of America,América,United States of America,América,239748.0,Sí
2023,Senior,Full-time,Data Scientist,159832,in company,M,United States of America,América,United States of America,América,159832.0,Sí
2023,Senior,Full-time,Machine Learning Engineer,163800,in company,M,United States of America,América,United States of America,América,163800.0,Sí
2023,Senior,Full-time,Machine Learning Engineer,126000,in company,M,United States of America,América,United States of America,América,126000.0,Sí
2023,Mid-level,Full-time,Data Scientist,128750,in company,M,United States of America,América,United States of America,América,128750.0,Sí
2023,Mid-level,Full-time,Data Scientist,106250,in company,M,United States of America,América,United States of America,América,106250.0,Sí
2023,Senior,Full-time,Data Engineer,252000,in company,M,United States of America,América,United States of America,América,252000.0,Sí
2023,Senior,Full-time,Data Engineer,129000,in company,M,United States of America,América,United States of America,América,129000.0,Sí
2023,Senior,Full-time,Data Science Manager,299500,in company,M,United States of America,América,United States of America,América,299500.0,Sí
2023,Senior,Full-time,Data Science Manager,245100,in company,M,United States of America,América,United States of America,América,245100.0,Sí
2023,Mid-level,Full-time,Data Analytics Manager,155000,in company,M,United States of America,América,United States of America,América,155000.0,Sí
2023,Mid-level,Full-time,Data Analytics Manager,140000,in company,M,United States of America,América,United States of America,América,140000.0,Sí
2023,Executive,Full-time,Data Engineer,167500,in company,M,United States of America,América,United States of America,América,167500.0,Sí
2023,Executive,Full-time,Data Engineer,106500,in company,M,United States of America,América,United States of America,América,106500.0,Sí
2023,Senior,Full-time,Data Architect,188500,remote,M,United States of America,América,United States of America,América,188500.0,Sí
2023,Senior,Full-time,Data Architect,117000,remote,M,United States of America,América,United States of America,América,117000.0,Sí
2023,Senior,Full-time,Data Analyst,250000,remote,M,United States of America,América,United States of America,América,250000.0,Sí
2023,Senior,Full-time,Data Analyst,138000,remote,M,United States of America,América,United States of America,América,138000.0,Sí
2023,Mid-level,Full-time,Data Analyst,130000,remote,M,Canada,América,Canada,América,126490.0,Sí
2023,Mid-level,Full-time,Data Analyst,100000,remote,M,Canada,América,Canada,América,97300.0,Sí
2023,Senior,Full-time,Deep Learning Researcher,123405,in company,L,Germany,Europa,Germany,Europa,119456.04,Sí
2023,Senior,Full-time,Data Engineer,140000,in company,M,United States of America,América,United States of America,América,140000.0,Sí
2023,Senior,Full-time,Data Engineer,120000,in company,M,United States of America,América,United States of America,América,120000.0,Sí
2023,Senior,Full-time,BI Analyst,160000,in company,M,United States of America,América,United States of America,América,160000.0,Sí
2023,Senior,Full-time,BI Analyst,135000,in company,M,United States of America,América,United States of America,América,135000.0,Sí
2023,Mid-level,Full-time,Data Science Manager,104500,in company,M,United States of America,América,United States of America,América,104500.0,Sí
2023,Mid-level,Full-time,Data Science Manager,70000,in company,M,United States of America,América,United States of America,América,70000.0,Sí
2023,Mid-level,Full-time,Data Science Consultant,90000,in company,M,United States of America,América,United States of America,América,90000.0,Sí
2023,Mid-level,Full-time,Data Science Consultant,70000,in company,M,United States of America,América,United States of America,América,70000.0,Sí
2023,Senior,Full-time,Data Engineer,153600,remote,M,United States of America,América,United States of America,América,153600.0,Sí
2023,Senior,Full-time,Data Engineer,106800,remote,M,United States of America,América,United States of America,América,106800.0,Sí
2023,Entry-level,Full-time,Data Engineer,125000,in company,M,United States of America,América,United States of America,América,125000.0,Sí
2023,Entry-level,Full-time,Data Engineer,90000,in company,M,United States of America,América,United States of America,América,90000.0,Sí
2023,Mid-level,Full-time,Research Scientist,185000,remote,M,United States of America,América,United States of America,América,185000.0,Sí
2023,Mid-level,Full-time,Research Scientist,125000,remote,M,United States of America,América,United States of America,América,125000.0,Sí
2023,Senior,Full-time,Data Analyst,127000,remote,M,United States of America,América,United States of America,América,127000.0,Sí
2023,Senior,Full-time,Data Analyst,94000,remote,M,United States of America,América,United States of America,América,94000.0,Sí
2023,Senior,Full-time,Data Scientist,210550,in company,M,United States of America,América,United States of America,América,210550.0,Sí
2023,Senior,Full-time,Data Scientist,153300,in company,M,United States of America,América,United States of America,América,153300.0,Sí
2023,Mid-level,Full-time,Data Scientist,200000,remote,M,United States of America,América,United States of America,América,200000.0,Sí
2023,Mid-level,Full-time,Data Scientist,150000,remote,M,United States of America,América,United States of America,América,150000.0,Sí
2023,Senior,Full-time,Data Analyst,161500,remote,M,United States of America,América,United States of America,América,161500.0,Sí
2023,Senior,Full-time,Data Analyst,119500,remote,M,United States of America,América,United States of America,América,119500.0,Sí
2023,Senior,Full-time,Data Analyst,175000,in company,M,United States of America,América,United States of America,América,175000.0,Sí
2023,Senior,Full-time,Data Analyst,145000,in company,M,United States of America,América,United States of America,América,145000.0,Sí
2023,Senior,Full-time,Data Scientist,175000,in company,M,United States of America,América,United States of America,América,175000.0,Sí
2023,Senior,Full-time,Data Scientist,148750,in company,M,United States of America,América,United States of America,América,148750.0,Sí
2023,Senior,Full-time,Data Analytics Specialist,105000,in company,M,United States of America,América,United States of America,América,105000.0,Sí
2023,Senior,Full-time,Data Analytics Specialist,85000,in company,M,United States of America,América,United States of America,América,85000.0,Sí
2023,Senior,Full-time,Research Scientist,215000,in company,M,United States of America,América,United States of America,América,215000.0,Sí
2023,Senior,Full-time,Research Scientist,146300,in company,M,United States of America,América,United States of America,América,146300.0,Sí
2023,Entry-level,Full-time,AI Developer,214618,remote,L,Germany,Europa,Germany,Europa,207750.224,Sí
2023,Mid-level,Full-time,Data Engineer,72000,remote,M,Mexico,América,Mexico,América,70992.0,Sí
2023,Mid-level,Full-time,Data Engineer,60000,remote,M,Mexico,América,Mexico,América,59160.0,Sí
2023,Senior,Full-time,Machine Learning Engineer,153400,in company,M,United States of America,América,United States of America,América,153400.0,Sí
2023,Senior,Full-time,Machine Learning Engineer,122700,in company,M,United States of America,América,United States of America,América,122700.0,Sí
2023,Mid-level,Full-time,Data Engineer,260000,in company,M,United States of America,América,United States of America,América,260000.0,Sí
2023,Mid-level,Full-time,Data Engineer,175000,in company,M,United States of America,América,United States of America,América,175000.0,Sí
2023,Senior,Full-time,Data Scientist,186300,remote,M,United States of America,América,United States of America,América,186300.0,Sí
2023,Senior,Full-time,Data Scientist,123900,remote,M,United States of America,América,United States of America,América,123900.0,Sí
2023,Mid-level,Full-time,Research Scientist,340000,remote,M,United States of America,América,United States of America,América,340000.0,Sí
2023,Mid-level,Full-time,Research Scientist,150000,remote,M,United States of America,América,United States of America,América,150000.0,Sí
2023,Senior,Full-time,Machine Learning Engineer,153400,in company,M,United States of America,América,United States of America,América,153400.0,Sí
2023,Senior,Full-time,Machine Learning Engineer,122700,in company,M,United States of America,América,United States of America,América,122700.0,Sí
2023,Mid-level,Full-time,Data Engineer,250000,in company,M,United States of America,América,United States of America,América,250000.0,Sí
2023,Mid-level,Full-time,Data Engineer,175000,in company,M,United States of America,América,United States of America,América,175000.0,Sí
2023,Mid-level,Full-time,Data Scientist,64385,hibrido,M,France,Europa,France,Europa,62389.065,Sí
2023,Senior,Full-time,Data Analyst,185900,in company,M,United States of America,América,United States of America,América,185900.0,Sí
2023,Senior,Full-time,Data Analyst,121700,in company,M,United States of America,América,United States of America,América,121700.0,Sí
2023,Senior,Full-time,Data Analyst,153600,in company,M,United States of America,América,United States of America,América,153600.0,Sí
2023,Senior,Full-time,Data Analyst,106800,in company,M,United States of America,América,United States of America,América,106800.0,Sí
2023,Senior,Freelance,Software Data Engineer,50000,hibrido,M,Nigeria,África,Australia,Australia y Oceanía,48900.0,No
2023,Entry-level,Full-time,Data Analyst,100000,remote,L,Uzbekistan,Asia,United States of America,América,100000.0,No
2023,Senior,Full-time,Machine Learning Engineer,247500,in company,M,United States of America,América,United States of America,América,247500.0,Sí
2023,Senior,Full-time,Machine Learning Engineer,172200,in company,M,United States of America,América,United States of America,América,172200.0,Sí
2023,Executive,Full-time,Data Engineer,310000,remote,M,United States of America,América,United States of America,América,310000.0,Sí
2023,Executive,Full-time,Data Engineer,239000,remote,M,United States of America,América,United States of America,América,239000.0,Sí
2023,Senior,Full-time,Data Analyst,125000,in company,M,United States of America,América,United States of America,América,125000.0,Sí
2023,Senior,Full-time,Data Analyst,110000,in company,M,United States of America,América,United States of America,América,110000.0,Sí
2023,Entry-level,Full-time,Data Analyst,150000,in company,M,United States of America,América,United States of America,América,150000.0,Sí
2023,Entry-level,Full-time,Data Analyst,100000,in company,M,United States of America,América,United States of America,América,100000.0,Sí
2023,Senior,Full-time,Data Scientist,149076,in company,M,United States of America,América,United States of America,América,149076.0,Sí
2023,Senior,Full-time,Data Scientist,82365,in company,M,United States of America,América,United States of America,América,82365.0,Sí
2023,Mid-level,Full-time,Data Engineer,146000,in company,M,United States of America,América,United States of America,América,146000.0,Sí
2023,Mid-level,Full-time,Data Engineer,75000,in company,M,United States of America,América,United States of America,América,75000.0,Sí
2023,Senior,Full-time,Machine Learning Engineer,139500,in company,M,United States of America,América,United States of America,América,139500.0,Sí
2023,Senior,Full-time,Machine Learning Engineer,109400,in company,M,United States of America,América,United States of America,América,109400.0,Sí
2023,Senior,Full-time,Data Engineer,139500,in company,M,United States of America,América,United States of America,América,139500.0,Sí
2023,Senior,Full-time,Data Engineer,109400,in company,M,United States of America,América,United States of America,América,109400.0,Sí
2023,Mid-level,Full-time,Data Engineer,149600,in company,M,United States of America,América,United States of America,América,149600.0,Sí
2023,Mid-level,Full-time,Data Engineer,102000,in company,M,United States of America,América,United States of America,América,102000.0,Sí
2023,Mid-level,Full-time,Data Analyst,97218,in company,M,United Kingdom,Europa,United Kingdom,Europa,93912.588,Sí
2023,Mid-level,Full-time,Data Analyst,48609,in company,M,United Kingdom,Europa,United Kingdom,Europa,46956.294,Sí
2023,Senior,Full-time,Data Engineer,252000,in company,M,United States of America,América,United States of America,América,252000.0,Sí
2023,Senior,Full-time,Data Engineer,129000,in company,M,United States of America,América,United States of America,América,129000.0,Sí
2023,Senior,Full-time,Data Analyst,95000,in company,M,United States of America,América,United States of America,América,95000.0,Sí
2023,Senior,Full-time,Data Analyst,85500,in company,M,United States of America,América,United States of America,América,85500.0,Sí
2023,Senior,Full-time,Data Analyst,185900,in company,M,United States of America,América,United States of America,América,185900.0,Sí
2023,Senior,Full-time,Data Analyst,121700,in company,M,United States of America,América,United States of America,América,121700.0,Sí
2023,Entry-level,Full-time,Research Scientist,150000,in company,M,United States of America,América,United States of America,América,150000.0,Sí
2023,Entry-level,Full-time,Research Scientist,100000,in company,M,United States of America,América,United States of America,América,100000.0,Sí
2023,Mid-level,Full-time,Data Engineer,145000,in company,M,United States of America,América,United States of America,América,145000.0,Sí
2023,Mid-level,Full-time,Data Engineer,125000,in company,M,United States of America,América,United States of America,América,125000.0,Sí
2023,Mid-level,Full-time,Data Scientist,150000,remote,M,United States of America,América,United States of America,América,150000.0,Sí
2023,Mid-level,Full-time,Data Scientist,97750,remote,M,United States of America,América,United States of America,América,97750.0,Sí
2023,Senior,Full-time,Data Scientist,201000,in company,M,United States of America,América,United States of America,América,201000.0,Sí
2023,Senior,Full-time,Data Scientist,122000,in company,M,United States of America,América,United States of America,América,122000.0,Sí
2023,Senior,Full-time,Data Engineer,252000,in company,M,United States of America,América,United States of America,América,252000.0,Sí
2023,Senior,Full-time,Data Engineer,129000,in company,M,United States of America,América,United States of America,América,129000.0,Sí
